HD ID,Main ID,HIP ID,HR ID,RA,DEC,Spectral Type,GAIA,GAIA or Hipparcos,Mag,Mag error,LD Diameter [mas],LD Diameter error [mas],Bolometric Flux [10^(-8) erg/s cm^2],Bolometric Flux Error,Bolometric Absolute Magnitude,Parallax [mas],Parallax Error,Distance [pc],Distance error,Radius [R_sun],Radius error,Teff [K],Teff error,Luminosity [L_sun],Luminosity error,Methods of Measurement,Exoplanet Host?,Diameter Sources,Bolometric Flux Sources,ra_deg,dec_deg
HD33959,*  14 Aur,HIP 24504,HR  1706,05 15 24.3941,+32 41 15.359,A8III,Gaia DR3 180702438220217344,GAIA,4.945833,0.003037,0.515,0.004,3.02,0.151,,12.0126,0.1151,83.24592511,0.797629654,4.617338115,0.056951326,4300.307731,56.28830711,6.533283517,0.3498345287,Opt Int,Not a host,2021A&A...652A..26S,2018A&A…614A.125F,78.85164208333333,32.68759972222222
HD145570,* psi Sco,HIP 79375,HR  6031,16 11 59.9931,-10 03 50.910,A1V,Gaia DR3 4344947181887184000,GAIA,4.902428,0.002968,0.431,0.008,39.92,0.239,,22.6379,0.491,44.17370869,0.958096421,2.050513335,0.058536825,8963.144784,84.25948295,24.31738398,1.064853005,Opt Int,Not a host,2021A&A...652A..26S,2017AJ…153…16S,242.99997125,-10.064141666666668
HD97658,HD  97658,HIP 54906,,11 14 33.1612,+25 42 37.390,K1V,Gaia DR3 3997075206232885888,GAIA,7.526765,0.002767,0.314,0.004,2.42,0.05,,46.3763,0.0221,21.56273786,0.010275432,0.7292140305,0.009295848,5210.632346,42.73030205,0.3512543947,0.007265039,Opt Int,Host star,https://ui.adsabs.harvard.edu/abs/2021AJ....162..118E/abstract,Diameter source,168.63817166666664,25.71038611111111
HD4778,V* GO And,HIP 3919,HR   234,00 50 18.2653,+45 00 08.135,A3VpSiSrCrEuKsn,Gaia DR3 377540789395063552,GAIA,6.125505,0.002836,0.204,0.008,9.7,1.0,,9.6184,0.0488,103.9673958,0.527489907,2.284277164,0.090326095,9147.01231,296.2170842,32.73140592,3.390677927,[],Not a host,https://ui.adsabs.harvard.edu/abs/2020A%26A...642A.101P/abstract,Diameter source,12.576105416666666,45.00225972222222
HD108662,*  17 Com,HIP 60904,HR  4752,12 28 54.7022,+25 54 46.265,B9VCrEu,Gaia DR3 3960724252307532672,GAIA,5.241875,0.003205,0.328,0.009,22.4,2.1,,12.9991,0.3721,76.92840274,2.202080041,2.717578037,0.1077578477,8892.553699,241.5014287,41.3828163,4.545830027,[],Not a host,https://ui.adsabs.harvard.edu/abs/2020A%26A...642A.101P/abstract,Diameter source,187.2279258333333,25.91285138888889
HD108945,*  21 Com,HIP 61071,HR  4766,12 31 00.5605,+24 34 01.797,A2pv,Gaia DR3 3959965486205062528,GAIA,5.430502,0.002899,0.315,0.006,16.8,1.5,,12.0785,0.1214,82.79173738,0.832132874,2.808788349,0.060492246,8444.490612,204.9332117,35.94859064,3.290037032,[],Not a host,https://ui.adsabs.harvard.edu/abs/2020A%26A...642A.101P/abstract,Diameter source,187.75233541666665,24.567165833333334
HD120198,*  84 UMa,HIP 67231,HR  5187,13 46 35.6567,+54 25 57.643,A0VpSrCrEu,Gaia DR3 1561439694084279552,GAIA,5.67088,0.002798,0.226,0.008,16.2,1.3,,10.7417,0.0418,93.09513392,0.362268226,2.26598424,0.080695052,9879.294862,264.3023653,43.82960642,3.533693456,[],Not a host,https://ui.adsabs.harvard.edu/abs/2020A%26A...642A.101P/abstract,Diameter source,206.6485695833333,54.43267861111111
HD220825,* kap Psc,HIP 115738,HR  8911,23 26 55.9558,+01 15 20.177,A2VpSrCrSi,Gaia DR3 2645537646306946688,GAIA,4.915504,0.002929,0.339,0.005,23.0,1.7,,20.3154,0.0982,49.2237416,0.237936316,1.797197416,0.02789457,8805.084408,175.1816433,17.39705253,1.296821547,[],Not a host,https://ui.adsabs.harvard.edu/abs/2020A%26A...642A.101P/abstract,Diameter source,351.73314916666664,1.2556047222222222
HD122536,HD 122536,,,14 03 59.0731,-51 23 40.527,A5IV,Gaia DR3 6089427314003639552,GAIA,9.935231,0.002765,0.925,0.011,13.14,0.22,,1.2807,0.0172,780.8229874,10.48657405,77.78857005,1.395402424,4634.249253,33.69781056,2500.916204,79.15692729,[],Not a host,https://ui.adsabs.harvard.edu/abs/2020A%26A...640A..25K/abstract,Diameter source,210.99613791666664,-51.39459083333333
HD20559,*  95 Cet,HIP 15383,HR   992,03 18 22.4263,-00 55 49.034,G9IV,Gaia DR3 3262681703227491968,GAIA,5.195652,0.00286,1.28,0.012,26.2,1.7,,15.4003,0.0796,64.93379999,0.335625311,8.951632688,0.095831147,4681.356893,79.04504483,34.48589674,2.265854824,[],Not a host,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.2377R/abstract,Diameter source,49.59344291666666,-0.9302872222222222
HD155203,* eta Sco,HIP 84143,HR  6380,17 12 09.1956,-43 14 21.090,F5IV,Gaia DR3 5965222838410499328,GAIA,3.234533,0.003141,1.416,0.017,121.6,2.0,,44.5711,0.2362,22.43606283,0.118897627,3.42161677,0.044902674,6532.857434,47.53350875,19.10845018,0.373886703,[],Not a host,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.2377R/abstract,Diameter source,258.03831499999995,-43.23919166666667
HD177389,HD 177389,HIP 94150,HR  7221,19 09 52.8681,-68 25 28.018,K0IV,Gaia DR3 6421542154150684160,GAIA,5.063954,0.002796,1.117,0.015,26.5,0.7,,27.1258,0.0735,36.86527218,0.09989005,4.434984259,0.060756908,5025.581214,47.32944351,11.24292614,0.3031683508,[],Not a host,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.2377R/abstract,Diameter source,287.4702837499999,-68.42444944444445
HD598,V* NO Peg,HIP 852,,00 10 26.7579,+28 39 10.390,M4III,Gaia DR3 2860116617597706752,GAIA,5.846702,0.003016,2.709,0.045,36.0,0.7,,2.9817,0.0307,335.3791461,3.45311057,97.85128305,1.912349657,3483.954996,33.52828167,1264.076054,35.8009994,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,2.6114912499999994,28.65288611111111
HD3346,V* V428 And,HIP 2900,HR   152,00 36 46.4410,+44 29 18.920,K6IIIa,Gaia DR3 387855445413939968,GAIA,4.462927,0.002992,3.219,0.06,76.9,1.2,,4.724,0.0894,211.6850127,4.006062687,73.38926744,1.949402669,3863.870037,39.03757148,1075.734646,44.04045158,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,9.193504166666665,44.48858888888889
HD3574,HD   3574,HIP 3083,HR   164,00 39 09.8940,+49 21 16.517,K5III,Gaia DR3 391403741238153728,GAIA,4.815407,0.002825,2.349,0.045,50.4,0.6,,2.1129,0.0701,473.2831653,15.70218652,119.7362186,4.587190174,4069.748197,40.82065292,3524.286809,237.5854623,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,9.791224999999999,49.35458805555556
HD5006,HD   5006,HIP 4100,,00 52 38.0105,+45 08 00.230,K8III,Gaia DR3 377521891539083392,GAIA,6.374526,0.002836,2.255,0.045,22.5,1.0,,3.4805,0.099,287.3150409,8.172443342,69.77926216,2.424565813,3395.265731,50.70370105,579.8262008,41.85845705,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,13.158377083333331,45.13339722222222
HD6409,V* CR Psc,HIP 5091,,01 05 12.2105,+19 11 52.035,M2wkS,Gaia DR3 2788448353754220800,GAIA,6.314013,0.002993,2.027,0.04,19.2,0.3,,2.2629,0.0511,441.9108224,9.97907244,96.4739035,2.893164432,3441.912666,36.52524513,1170.493747,55.93763818,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,16.30087708333333,19.1977875
HD7000,V* CT Psc,HIP 5525,,01 10 43.1482,+23 27 58.320,M4,Gaia DR3 2791917759616503936,GAIA,6.968906,0.005713,1.928,0.051,14.7,0.6,,1.4811,0.0308,675.1738573,14.04047992,140.1987407,4.717369953,3301.241018,55.14694118,2091.930082,121.9033488,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,17.679784166666668,23.4662
HD14512,V* AE Ari,HIP 10964,,02 21 14.4901,+23 25 35.774,M5,Gaia DR3 101708953033736576,GAIA,6.045688,0.004346,2.964,0.051,35.9,1.0,,2.6055,0.0676,383.8034926,9.957826176,122.520451,3.814327344,3328.403164,36.84018598,1650.862444,97.22592814,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,35.310375416666666,23.42660388888889
HD14872,*  65 And,HIP 11313,HR   699,02 25 37.4229,+50 16 43.063,K4.5III,Gaia DR3 451517958939484928,GAIA,4.117402,0.002976,3.269,0.06,87.3,1.4,,7.6317,0.1467,131.0324043,2.518764327,46.13336095,1.226124353,3957.742316,39.63534117,467.9185449,19.49140643,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,36.405928749999994,50.27862861111111
HD14901,V* AE Tri,HIP 11272,,02 25 10.0270,+33 52 00.310,M5:,Gaia DR3 326639791939619840,GAIA,5.564571,0.004493,3.904,0.079,64.7,0.6,,2.0837,0.0883,479.9155349,20.33716069,201.7883468,9.476005369,3360.257657,34.8796339,4651.922721,396.6179296,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,36.291779166666664,33.866752777777776
HD18322,* eta Eri,HIP 13701,HR   874,02 56 25.6492,-08 53 53.316,K1+IIIb,Gaia DR3 5173421634271199104,GAIA,3.583335,0.003286,2.613,0.045,103.0,0.7,,24.2178,0.1749,41.29194229,0.298208785,11.62053669,0.2170085634,4613.611437,40.49280371,54.82346015,0.875141222,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,44.10687166666666,-8.898143333333334
HD20844,V* V574 Per,HIP 15721,,03 22 31.1081,+32 14 23.502,M3III,Gaia DR3 124378855574453504,GAIA,6.078213,0.003808,2.647,0.045,32.1,0.4,,2.6417,0.0373,378.5441193,5.344927755,107.9175085,2.384900393,3424.922126,31.00606155,1435.941127,44.32248597,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,50.62961708333332,32.23986166666667
HD27308,V* V588 Per,HIP 20235,,04 20 12.0315,+37 12 02.568,M2,Gaia DR3 177566768495872512,GAIA,6.454319,0.003499,2.637,0.045,28.8,0.6,,2.1308,0.0351,469.3073024,7.730751978,133.2873417,3.161350908,3339.600141,33.38414071,1980.184723,77.18721839,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,65.05013124999998,37.20071333333333
HD28100,* pi. Tau,HIP 20732,HR  1396,04 26 36.3714,+14 42 49.614,G7IIIFe-0.5,Gaia DR3 3310973422151441024,GAIA,4.409832,0.002834,1.558,0.045,46.5,0.9,,8.0403,0.1054,124.3734687,1.630407273,20.86972205,0.6619628509,4897.573082,74.59321907,224.546888,7.317574445,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,66.6515475,14.713781666666666
HD28595,*  84 Tau,HIP 21082,,04 31 07.1904,+15 06 18.135,M3III,Gaia DR3 3312453429225734272,GAIA,5.320745,0.002872,3.144,0.055,48.3,1.8,,5.7071,0.0572,175.2203396,1.756163975,59.33193606,1.19621184,3480.542392,44.47869749,462.9293972,19.58933004,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,67.77995999999999,15.1050375
HD30605,*  96 Tau,HIP 22441,HR  1537,04 49 44.0818,+15 54 15.188,K3III,Gaia DR3 3405115153910030848,GAIA,5.460896,0.002809,1.913,0.045,26.8,0.4,,3.094,0.0604,323.2062056,6.309519979,66.59109029,2.035595913,3851.036432,47.51918134,873.9624423,36.53065565,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,72.43367416666665,15.90421888888889
HD31421,* omi02 Ori,HIP 22957,HR  1580,04 56 22.2759,+13 30 52.087,K2-IIIb,Gaia DR3 3296329370379163520,GAIA,3.719161,0.002889,2.8,0.05,106.0,1.8,,18.0904,0.1263,55.27793747,0.385928642,16.66983597,0.3196178986,4488.99234,44.38018063,101.1132617,2.222951537,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,74.09281624999998,13.514468611111111
HD34334,*  16 Aur,HIP 24727,HR  1726,05 18 10.5757,+33 22 17.767,K2.5IIIbCN-0.5,Gaia DR3 181124307088367232,GAIA,4.116195,0.002982,2.591,0.045,80.3,1.9,,9.509,0.5651,105.1635293,6.249648796,29.34634579,1.816943496,4353.580644,45.74393226,277.2326937,33.59731058,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,79.54406541666665,33.37160194444444
HD34577,V* V419 Aur,HIP 24892,,05 20 08.2049,+35 47 09.501,M3,Gaia DR3 183854497539561600,GAIA,6.141002,0.00315,2.437,0.045,30.8,1.1,,2.5126,0.0336,397.9941097,5.322216861,104.46087,2.381604196,3532.737173,45.37353006,1523.009456,67.95449314,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,80.03418708333331,35.7859725
HD35620,* phi Aur,HIP 25541,HR  1805,05 27 38.8838,+34 28 33.166,K3IIIFe1,Gaia DR3 182640361821885440,GAIA,4.629645,0.002987,2.135,0.04,45.1,0.5,,6.4359,0.1095,155.3784242,2.643598789,35.72811116,0.904202117,4151.897368,40.56030305,339.9042239,12.16461223,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,81.91201583333333,34.475879444444445
HD39045,V* V440 Aur,HIP 27661,HR  2018,05 51 25.7504,+32 07 28.891,M3III,Gaia DR3 3451165037347481472,GAIA,5.169213,0.003498,3.245,0.06,52.8,0.8,,3.254,0.1508,307.314075,14.24184466,107.4035453,5.358941526,3503.100071,34.9990919,1556.673096,146.1967927,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,87.85729333333332,32.12469194444444
HD39732,V* V1381 Ori,HIP 27912,,05 54 22.4795,-01 04 35.309,M2III,Gaia DR3 3218386949590896768,GAIA,6.18907,0.004109,2.597,0.057,31.3,1.8,,2.0628,0.0229,484.7779717,5.381721714,135.5926947,3.335067031,3435.987089,62.1458964,2296.30032,141.5559599,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,88.59366458333334,-1.0764747222222222
HD40441,HD  40441,HIP 28416,,06 00 04.9307,+28 07 32.650,K5III,Gaia DR3 3431289200010608000,GAIA,6.012641,0.002783,1.586,0.045,19.5,1.3,,2.7625,0.0397,361.9909502,5.202186687,61.8332909,1.966618524,3906.235972,85.49556949,797.6798694,57.91041413,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,90.02054458333332,28.125736111111113
HD46709,HD  46709,HIP 31448,HR  2406,06 35 17.5965,+09 59 18.012,K5III,Gaia DR3 3327633394136446848,GAIA,5.396363,0.002909,1.744,0.045,25.3,0.3,,2.416,0.0534,413.9072848,9.148447437,77.74474002,2.64138726,3975.651463,52.6279756,1353.085548,61.92807519,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,98.82331874999998,9.988336666666665
HD48450,*  28 Gem,HIP 32311,HR  2480,06 44 45.4597,+28 58 15.380,K4III,Gaia DR3 3386586836795298432,GAIA,4.904414,0.002895,2.077,0.04,37.3,0.4,,5.5428,0.1074,180.4142311,3.495794259,40.35791797,1.102546925,4014.305065,40.12507708,379.008552,15.23969964,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,101.18941541666665,28.970938888888888
HD49738,*  35 Gem,HIP 32814,HR  2525,06 50 25.4986,+13 24 47.443,K3III,Gaia DR3 3354061186904199936,GAIA,5.302592,0.002873,1.38,0.051,24.9,1.2,,2.702,0.053,370.096225,7.259474436,55.00665128,2.301446109,4451.554628,98.19740786,1064.699995,66.16193259,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,102.60624416666664,13.413178611111112
HD60136,V* BP CMi,HIP 36746,,07 33 27.4872,+11 00 42.171,M5,Gaia DR3 3161782506149824128,GAIA,5.714427,0.00415,2.574,0.078,33.7,2.7,,2.6418,0.0348,378.5297903,4.986311114,104.9373449,3.46737708,3515.641785,88.29485423,1507.400391,127.1329344,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,113.36452999999997,11.011714166666666
HD61913,V* NZ Gem,HIP 37521,HR  2967,07 42 03.2180,+14 12 30.622,M3+II-III,Gaia DR3 3164322073068316800,GAIA,4.508947,0.003598,3.936,0.105,97.5,1.5,,2.7258,0.1236,366.8647736,16.6352946,155.5186821,8.181783968,3707.87447,51.47221664,4096.521471,376.8170983,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,115.51340833333333,14.208506111111111
HD62285,* c Gem,HIP 37704,HR  2983,07 44 06.9149,+25 47 02.976,K4.5III,Gaia DR3 868802550325278336,GAIA,4.690304,0.00293,2.591,0.045,52.9,1.7,,5.0247,0.0784,199.0168567,3.105244406,55.53652995,1.296622823,3922.217068,46.40097202,654.0847017,29.29930018,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,116.02881208333332,25.78416
HD62721,* g Gem,HIP 37908,HR  3003,07 46 07.4484,+18 30 35.993,K4III,Gaia DR3 671619021218304640,GAIA,4.289497,0.003064,2.961,0.05,70.7,1.1,,10.5086,0.3769,95.16015454,3.413000994,30.34694733,1.203019514,3944.909672,36.67183401,199.8611055,14.66974171,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,116.53103499999997,18.509998055555556
HD66216,* chi Gem,HIP 39424,HR  3149,08 03 31.0996,+27 47 39.662,K1-IIIb,Gaia DR3 875981845857570304,GAIA,4.611183,0.002925,1.639,0.045,43.4,2.0,,12.7475,0.324,78.44675427,1.993861415,13.84762831,0.5180993799,4693.365421,84.11240949,83.37546758,5.720603799,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,120.87958166666667,27.794350555555557
HD76830,V* FZ Cnc,HIP 44126,HR  3577,08 59 10.7310,+18 08 05.501,M4.5III,Gaia DR3 612253364778494592,GAIA,5.169844,0.003518,3.379,0.065,55.3,1.0,,4.5077,0.1083,221.8426248,5.329892466,80.73366194,2.484798984,3472.870592,36.90861685,849.5984584,43.61933896,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,134.79471249999997,18.13486138888889
HD81817,HD  81817,HIP 47193,HR  3751,09 37 05.2877,+81 19 34.971,K3II-III,Gaia DR3 1144716265942885888,GAIA,3.785223,0.003038,3.305,0.065,101.0,1.8,,3.5423,0.1777,282.3024589,14.16174433,100.4864699,5.414476923,4082.21642,44.07100013,2512.750048,256.0513726,[],Host star,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,144.27203208333333,81.32638083333333
HD82198,*   8 LMi,HIP 46735,HR  3769,09 31 32.4104,+35 06 11.779,M1III,Gaia DR3 797655936030681088,GAIA,4.718575,0.002905,2.774,0.05,54.9,1.4,,6.6271,0.1193,150.8955652,2.716397961,45.08212696,1.148443942,3825.967455,42.23568261,390.2329086,17.21701912,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,142.88504333333333,35.103271944444444
HD82635,*  10 LMi,HIP 46952,HR  3800,09 34 13.3818,+36 23 51.209,G7.5IIIb,Gaia DR3 798883781282661248,GAIA,4.297111,0.002892,1.474,0.045,49.0,1.2,,17.0738,0.1341,58.56926988,0.460011192,9.297983232,0.2931030293,5101.544649,83.90326903,52.4728067,1.526679252,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,143.55575749999997,36.39755805555556
HD87046,V* TW LMi,HIP 49271,,10 03 27.6374,+41 18 17.059,,Gaia DR3 806776110106407808,GAIA,6.347025,0.003215,1.982,0.04,19.5,0.7,,1.9651,0.028,508.8799552,7.250846647,108.6276688,2.683613713,3494.284337,47.18755287,1576.39081,72.25169745,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,150.86515583333332,41.304738611111105
HD90254,*  44 Leo,HIP 51008,HR  4088,10 25 15.1954,+08 47 05.437,M3III,Gaia DR3 3875926891916054400,GAIA,4.799785,0.003082,3.053,0.055,64.3,1.7,,4.0462,0.0988,247.1454698,6.034791266,81.26451045,2.465919343,3793.942589,42.38753089,1226.068898,68.08765238,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,156.31331416666663,8.78484361111111
HD92620,V* RX LMi,HIP 52366,HR  4184,10 42 11.2689,+31 41 49.185,M4III,Gaia DR3 736209144595699840,GAIA,4.942135,0.003405,3.731,0.086,65.4,1.0,,3.8407,0.108,260.3692035,7.321549192,104.6252066,3.804152042,3446.539231,41.8494903,1384.062085,80.6649295,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,160.54695374999997,31.696995833333332
HD94336,HD  94336,HIP 53262,,10 53 34.8402,+26 12 27.933,MIII,Gaia DR3 730016351510688256,GAIA,6.092453,0.002903,2.027,0.04,20.8,0.6,,3.0845,0.0758,324.2016534,7.967088776,70.77672109,2.230668649,3511.481406,42.91484192,682.4838517,38.89392725,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,163.39516749999996,26.207759166666666
HD95212,HD  95212,HIP 53781,HR  4280,11 00 14.7046,+45 31 34.586,K5III,Gaia DR3 783136060354929024,GAIA,4.923542,0.002841,2.178,0.045,42.4,1.4,,4.2755,0.0808,233.890773,4.420155411,54.86462682,1.536240869,4047.752411,53.52549267,724.0867981,36.34050086,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,165.06126916666665,45.52627388888889
HD95345,*  58 Leo,HIP 53807,"** CHR   33, HR  4291",11 00 33.6471,+03 37 02.992,K0.5IIIFe-0.5,Gaia DR3 3814913686020080384,GAIA,4.501623,0.002929,1.841,0.045,45.7,1.1,,9.6348,0.115,103.7904264,1.23883205,20.57939246,0.5597963726,4485.941125,61.11069275,153.6842587,5.209938749,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,165.14019624999997,3.617497777777778
HD100236,V* FV Leo,HIP 56267,,11 32 03.6099,+18 09 18.362,,Gaia DR3 3973862591625286784,GAIA,6.796587,0.003358,1.76,0.046,13.4,0.8,,1.6465,0.0348,607.348922,12.83677041,115.1257302,3.869713197,3376.146468,66.97581452,1543.049729,112.8764518,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,173.01504124999997,18.155100555555553
HD104207,V* GK Com,HIP 58519,,12 00 04.6966,+19 25 09.736,K7,Gaia DR3 3927138467046454272,GAIA,5.592929,0.003401,3.306,0.061,46.8,0.9,,3.4114,0.0628,293.1347834,5.396278477,104.3738417,2.720409199,3367.529837,35.03307979,1255.391423,52.14587763,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,180.01956916666666,19.41937111111111
HD104575,HD 104575,HIP 58715,,12 02 35.0690,+08 04 11.170,M4,Gaia DR3 3899715474522670080,GAIA,6.570834,0.003119,1.729,0.045,14.8,0.8,,2.2736,0.0266,439.8311049,5.145807261,81.90348806,2.337139589,3491.960689,65.5113686,893.7832028,52.64492815,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,180.6461208333333,8.069769444444445
HD104831,V* IZ Vir,HIP 58866,,12 04 18.8248,+04 55 54.426,M3,Gaia DR3 3894834506184769280,GAIA,6.348808,0.002999,1.608,0.045,13.7,0.5,,2.1333,0.0271,468.7573243,5.954775929,81.18122043,2.494970897,3551.718466,59.32965503,939.7564055,41.78991496,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,181.07843666666665,4.9317850000000005
HD104979,* omi Vir,HIP 58948,HR  4608,12 05 12.5318,+08 43 58.866,G8IIICN0.5CH1Ba1,Gaia DR3 3905768599567468544,GAIA,3.857797,0.002945,1.959,0.04,81.7,0.7,,19.4936,0.1658,51.29888784,0.436315283,10.82340353,0.2394051525,5028.514535,52.4553133,67.11762035,1.27836383,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,181.30221583333332,8.733018333333334
HD106714,*   7 Com,HIP 59847,HR  4667,12 16 20.5383,+23 56 43.466,G8III-IIIb,Gaia DR3 4002093686540184960,GAIA,4.678099,0.00288,1.249,0.05,36.7,1.0,,13.0861,0.1164,76.41696151,0.679723854,10.27953971,0.4215467319,5155.688982,109.0088677,66.90278381,2.17709775,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,184.08557625,23.945407222222222
HD107256,V* KM Vir,HIP 60126,,12 19 51.8606,+11 35 54.868,M5,Gaia DR3 3908143132366662784,GAIA,6.886745,0.00297,1.86,0.045,15.3,0.7,,2.0231,0.0338,494.2909396,8.258135416,99.01866324,2.911304903,3394.828186,56.51728242,1166.958267,66.1132265,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,184.9660858333333,11.598574444444445
HD109282,V* KL Com,HIP 61290,,12 33 32.1639,+24 26 55.435,M4,Gaia DR3 3959223247136801024,GAIA,6.275098,0.003056,1.942,0.045,19.3,0.7,,1.8428,0.0251,542.6524853,7.391240168,113.4991181,3.050701621,3521.000836,51.8020749,1774.187422,80.47758089,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,188.38401625,24.448731944444443
HD114780,HD 114780,HIP 64445,HR  4986,13 12 32.9201,+11 33 21.958,M0III,Gaia DR3 3736409964548240000,GAIA,5.107598,0.00285,2.341,0.045,38.3,0.7,,3.9551,0.1092,252.8381078,6.980840274,63.74783063,2.144633125,3806.277085,40.50675639,764.3326842,44.4580929,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,198.13716708333328,11.556099444444445
HD116207,V* LT Vir,HIP 65225,,13 22 01.7614,+02 45 26.236,M3III,Gaia DR3 3712495827161288832,GAIA,6.344244,0.00393,2.247,0.045,24.1,0.8,,2.3457,0.036,426.3119751,6.542708404,103.1696767,2.603080134,3460.223395,45.00107178,1367.321684,61.81835704,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,200.50733916666664,2.7572877777777776
HD118669,V* CR CVn,HIP 66470,,13 37 38.7083,+42 12 03.182,,Gaia DR3 1501091314767079040,GAIA,6.510843,0.003037,1.793,0.045,15.1,0.7,,1.954,0.0207,511.7707267,5.421522028,98.82736022,2.692234191,3446.319249,58.8692148,1234.600427,62.92745871,[],Not a host,https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf,Diameter source,204.41128458333333,42.20088388888889
